movie_id,genre,company_name,company_country,movie_country,lang,adult,belongs_to_collection,budget,imdb_id,original_language,original_title,overview,popularity,release_date,revenue,runtime,status,title,video,vote_average,vote_count
811944,Drama,Sri Venkateswara Creations,IN,IN,Telugu,False,FALSE,41000000,tt14209618,te,గేమ్‌ ఛేంజర్‌,"Ram, a newly appointed district collector, takes charge in a city in Andhra Pradesh and immediately confronts the deeply entrenched corruption and inefficiency plaguing the government. Determined to bring reforms, he initiates sweeping changes, sparking a fierce conflict with a powerful state Minister.",42.435,1/9/2025,8800000,164,Released,Game Changer,False,4.7,3
812225,Adventure,TV Tokyo,JP,JP,Japanese,False,FALSE,0,tt22868844,ja,映画 ブラッククローバー 魔法帝の剣,"As a lionhearted boy who can't wield magic strives for the title of Wizard King, four banished Wizard Kings of yore return to crush the Clover Kingdom.",45.628,6/16/2023,0,113,Released,Black Clover: Sword of the Wizard King,False,8.2,289
814889,Horror,Summit Entertainment,US,US,English,False,FALSE,20000000,tt14415204,en,Never Let Go,"As an evil takes over the world beyond their front doorstep, the only protection for a mother and her twin sons is their house and their family’s protective bond.",177.927,9/18/2024,21768945,101,Released,Never Let Go,False,6.264,320
817758,Drama,Standard Film Company,US,US,German,False,FALSE,35000000,tt14444726,en,TÁR,"As celebrated conductor Lydia Tár starts rehearsals for a career-defining symphony, the consequences of her past choices begin to echo in the present.",31.816,9/23/2022,29048571,158,Released,TÁR,False,7.1,1282
818397,Action,Black Bear Pictures,US,US,Spanish,False,FALSE,30000000,tt11827628,en,Memory,"Alex, an assassin-for-hire, finds that he's become a target after he refuses to complete a job for a dangerous criminal organization. With the crime syndicate and FBI in hot pursuit, Alex has the skills to stay ahead, except for one thing: he is struggling with severe memory loss, affecting his every move. Alex must question his every action and whom he can ultimately trust.",44.227,4/28/2022,13900000,114,Released,Memory,False,6.785,1520
818647,Comedy,Nostromo Pictures,ES,ES,Spanish,False,Through My Window Collection,0,tt14463484,es,A través de mi ventana,"Raquel's longtime crush on her next-door neighbor turns into something more when he starts developing feelings for her, despite his family's objections.",138.54,2/4/2022,0,112,Released,Through My Window,False,7.38,3172
820232,Fantasy,ufotable,JP,JP,Japanese,False,Demon Slayer: Kimetsu no Yaiba Collection,0,tt14888860,ja,鬼滅の刃 兄妹の絆,"A recap of Kimetsu no Yaiba episodes 1–5, with new footage and special end credits. Tanjiro Kamado returns home to find his family slaughtered and the lone survivor, his sister Nezuko, turned into a Demon. To his surprise, however, Nezuko still shows signs of human emotion and thought. Thus begins Tanjiro's journey to seek out the Demon who killed their family and turn his sister human again.",55.819,3/29/2019,480522,105,Released,Demon Slayer: Kimetsu no Yaiba – Sibling's Bond,False,7.9,208
820525,Romance,Voltage Pictures,US,US,Portuguese,False,After Collection,14000000,tt15334488,en,After Everything,"Besieged by writer’s block and the crushing breakup with Tessa, Hardin travels to Portugal in search of a woman he wronged in the past – and to find himself. Hoping to win back Tessa, he realizes he needs to change his ways before he can make the ultimate commitment.",87.135,9/13/2023,10644463,93,Released,After Everything,False,6.904,881
820530,Drama,CloverWorks,JP,JP,Japanese,False,FALSE,0,tt14489118,ja,劇場版 抱かれたい男1位に脅されています。～スペイン編～,"Takato Saijo has reigned as the idol industry's ""Most Huggable"" for five years, that is, until freshman actor Azumaya. Takato was always considered brusque while Azumaya's smile is winning over admirers by comparison. The whole fiasco drives Takuto to over indulge in alcohol and his actions catch the attention of the last person he wants to see. To his surprise, Azumaya uses this new info to blackmail Takuto for physical affection.",80.827,10/9/2021,0,78,Released,Dakaichi: I'm Being Harassed by the Sexiest Man of the Year—The Movie: In Spain,False,7.5,15
820609,Horror,20th Century Studios,US,US,No Language,False,FALSE,22800000,tt14509110,en,No One Will Save You,An exiled anxiety-ridden homebody must battle an alien who's found its way into her home.,59.414,9/22/2023,0,93,Released,No One Will Save You,False,6.7,1184
821937,Action,Tuvan Pictures,VN,VN,Vietnamese,False,FALSE,0,tt13899926,vi,578: Phát Đạn Của Kẻ Điên,"A container truck driver, Hùng, lives an idyllic life with his little daughter, An. The father and daughter become the closest companions in every journey with their orange container truck. Life goes on like that until An has to leave her father to go to school. One day, Hùng is informed that An is suffering from severe depression. Relying on his old skills in the past and finding out the truth, Hùng becomes enraged and painful to know that his little girl was kidnapped by a male stranger. Starting his lone and intense journey looking for and chasing after the unknown abuser, Hùng realizes that to hunt down that psychopath he has to counter the massive underground forces behind him.",35.277,5/20/2022,0,108,Released,578: Magnum,False,5.8,65
822119,Action,Kevin Feige Productions,US,US,English,False,Captain America Collection,180000000,tt14513804,en,Captain America: Brave New World,"After meeting with newly elected U.S. President Thaddeus Ross, Sam finds himself in the middle of an international incident. He must discover the reason behind a nefarious global plot before the true mastermind has the entire world seeing red.",154.574,2/12/2025,0,118,Post Production,Captain America: Brave New World,False,0.0,0
823219,Fantasy,RTBF,BE,LV,No Language,False,FALSE,3500000,tt4772188,lv,Straume,"A solitary cat, displaced by a great flood, finds refuge on a boat with various species and must navigate the challenges of adapting to a transformed world together.",817.351,8/29/2024,11019823,85,Released,Flow,False,8.4,916
823464,Adventure,Legendary Pictures,US,US,English,False,Godzilla Collection,150000000,tt14539740,en,Godzilla x Kong: The New Empire,"Following their explosive showdown, Godzilla and Kong must reunite against a colossal undiscovered threat hidden within our world, challenging their very existence – and our own.",299.654,3/27/2024,571750016,115,Released,Godzilla x Kong: The New Empire,False,7.121,4009
823482,Fantasy,Square Peg,US,US,English,False,FALSE,10000000,tt21942866,en,Dream Scenario,"Hapless family man Paul Matthews finds his life turned upside down when millions of strangers suddenly start seeing him in their dreams. But when his nighttime appearances take a nightmarish turn, Paul is forced to navigate his newfound stardom.",32.087,11/10/2023,14114415,102,Released,Dream Scenario,False,6.665,941
823625,Action,Footloose Productions,AU,US,English,False,FALSE,43000000,tt14060094,en,Blacklight,Travis Block is a shadowy Government agent who specializes in removing operatives whose covers have been exposed. He then has to uncover a deadly conspiracy within his own ranks that reaches the highest echelons of power.,35.054,2/10/2022,15902207,104,Released,Blacklight,False,6.2,1137
824003,Action,Mompracem,IT,IT,Italian,False,Diabolik Collection,0,tt15307234,it,Diabolik chi sei?,"Captured by a ruthless gang of bank robbers, foes Diabolik and Ginko find themselves facing certain death. While Eva Kant and Altea forge an unlikely alliance to rescue their lovers, Diabolik reveals his mysterious past to the Inspector.",94.807,11/30/2023,0,124,Released,Diabolik - Who Are You?,False,6.4,121
826510,Comedy,Davis Entertainment,US,US,English,False,FALSE,40000000,tt1609486,en,Harold and the Purple Crayon,"Inside of his book, adventurous Harold can make anything come to life simply by drawing it. After he grows up and draws himself off the book's pages and into the physical world, Harold finds he has a lot to learn about real life.",108.974,7/31/2024,32227855,90,Released,Harold and the Purple Crayon,False,6.82,244
827931,Thriller,ACE Entertainment,US,US,English,False,FALSE,0,tt14857528,en,Time Cut,"A teen in 2024 accidentally time-travels to 2003, days before a masked killer murders her sister. Can she change the past without destroying the future?",80.119,10/29/2024,0,90,Released,Time Cut,False,5.633,417
828613,Comedy,Aldamisa Entertainment,US,US,English,False,FALSE,0,tt14456350,en,About Fate,"Two strangers believe in love but never seem to be able to find its true meaning. In a wild twist of events, fate puts each in the other's path on one stormy New Year's Eve.",49.27,9/8/2022,504843,100,Released,About Fate,False,7.466,436
829402,Science Fiction,Tsuburaya Productions,JP,JP,English,False,FALSE,0,tt9471678,en,Ultraman: Rising,"A star athlete reluctantly returns home to take over his father's duties as Ultraman, shielding Tokyo from giant monsters as he becomes a legendary hero.",50.357,6/14/2024,0,117,Released,Ultraman: Rising,False,8.2,294
829557,Drama,Open Mind Production,PL,PL,Italian,False,365 Days Collection,0,tt12996154,pl,365 dni: Ten dzień,"Laura and Massimo are back and hotter than ever. But the reunited couple's new beginning is complicated by Massimo’s family ties and a mysterious man who enters Laura’s life to win her heart and trust, at any cost.",255.097,4/26/2022,0,111,Released,365 Days: This Day,False,5.886,1589
829560,Drama,Ekipa,PL,PL,Polish,False,365 Days Collection,0,tt21106646,pl,Kolejne 365 dni,Laura and Massimo's relationship hangs in the balance as they try to overcome trust issues while a tenacious Nacho works to push them apart.,139.889,8/18/2022,0,112,Released,The Next 365 Days,False,6.383,1142
830764,Fantasy,di Bonaventura Pictures,US,US,English,False,Pet Sematary (Reboot) Collection,0,tt14145436,en,Pet Sematary: Bloodlines,"In 1969, young Jud Crandall has dreams of leaving his hometown behind, but soon discovers sinister secrets buried within and is forced to confront a dark family history that forever binds him to Ludlow.",40.266,9/23/2023,0,87,Released,Pet Sematary: Bloodlines,False,5.6,361
830784,Music,Eagle Pictures,IT,US,English,False,FALSE,50000000,tt14668630,en,"Lyle, Lyle, Crocodile","When the Primm family moves to New York City, their young son Josh struggles to adapt to his new school and new friends. All of that changes when he discovers Lyle — a singing crocodile who loves baths, caviar and great music — living in the attic of his new home. But when Lyle’s existence is threatened by evil neighbor Mr. Grumps, the Primms must band together to show the world that family can come from the most unexpected places.",35.482,10/7/2022,104088441,106,Released,"Lyle, Lyle, Crocodile",False,6.984,581
831815,Comedy,Nickelodeon Movies,US,US,English,False,FALSE,100000000,tt23063732,en,Saving Bikini Bottom: The Sandy Cheeks Movie,"When Bikini Bottom is scooped from the ocean, scientific squirrel Sandy Cheeks and her pal SpongeBob SquarePants saddle up for Texas to save their town.",91.007,10/18/2024,0,87,Released,Saving Bikini Bottom: The Sandy Cheeks Movie,False,6.189,61
832964,War,RocketScience,GB,GB,English,False,FALSE,0,tt5112584,en,Lee,"The true story of photographer Elizabeth ""Lee"" Miller, a fashion model who became an acclaimed war correspondent for Vogue magazine during World War II.",55.89,9/12/2024,23367055,117,Released,Lee,False,7.1,281
835113,Thriller,AGC Studios,US,US,English,False,FALSE,0,tt7737800,en,Woman of the Hour,"An aspiring actress crosses paths with a prolific serial killer in '70s LA when they're cast on an episode of ""The Dating Game.""",61.247,10/3/2024,0,94,Released,Woman of the Hour,False,6.431,634
836009,Drama,RVK Studios,IS,DK,English,False,FALSE,0,tt13873302,en,Against the Ice,"In 1909, two explorers fight to survive after they're left behind while on a Danish expedition in ice-covered Greenland.",39.947,2/10/2022,0,101,Released,Against the Ice,False,6.8,540
838209,Mystery,Showbox,KR,KR,English,False,FALSE,0,tt27802490,ko,파묘,"After tracing the origin of a disturbing supernatural affliction to a wealthy family's ancestral gravesite, a team of paranormal experts relocates the remains—and soon discovers what happens to those who dare to mess with the wrong grave.",71.05,2/22/2024,97974828,134,Released,Exhuma,False,7.5,446
838240,Science Fiction,Arcadia Motion Pictures,ES,ES,No Language,False,FALSE,5300000,tt13429870,es,Robot Dreams,A lonely dog's friendship with his robot companion takes a sad turn when an unexpected malfunction forces him to abandon Robot at the beach. Will Dog ever meet Robot again?,55.964,12/6/2023,4656348,102,Released,Robot Dreams,False,8.0,603
839369,Drama,Gloria Sanchez Productions,US,US,English,False,FALSE,20000000,tt13651794,en,May December,"Twenty years after their notorious tabloid romance gripped the nation, a married couple buckles under the pressure when an actress arrives to do research for a film about their past.",49.624,11/16/2023,4232370,117,Released,May December,False,6.613,831
840326,Adventure,Stage 6 Films,US,FI,English,False,Sisu Collection,6200000,tt14846026,fi,Sisu,"When an ex-soldier who discovers gold in the Lapland wilderness tries to take the loot into the city, German soldiers led by a brutal SS officer battle him.",79.884,9/9/2022,13000000,91,Released,Sisu,False,7.4,2225
840430,Comedy,Miramax,US,US,English,False,FALSE,13000000,tt14849194,en,The Holdovers,"A curmudgeonly instructor at a New England prep school is forced to remain on campus during Christmas break to babysit the handful of students with nowhere to go. Eventually, he forms an unlikely bond with one of them — a damaged, brainy troublemaker — and with the school’s head cook, who has just lost a son in Vietnam.",79.601,10/27/2023,42513270,133,Released,The Holdovers,False,7.7,1817
840705,Thriller,This Is Important,US,US,English,False,FALSE,20000000,tt14858658,en,Blink Twice,"When tech billionaire Slater King meets cocktail waitress Frida at his fundraising gala, he invites her to join him and his friends on a dream vacation on his private island. But despite the epic setting, beautiful people, ever-flowing champagne, and late-night dance parties, Frida can sense that there’s something sinister hiding beneath the island’s lush façade.",230.229,8/21/2024,46393906,102,Released,Blink Twice,False,6.697,1105
840889,Horror,BlueLight,GB,GB,English,False,FALSE,0,tt14852624,en,Stopmotion,"Ella Blake, a stop-motion animator struggling to control her demons after the loss of her overbearing mother, embarks upon the creation of a film that becomes the battleground for her sanity. As Ella’s mind starts to fracture, the characters in her project take on a life of their own.",31.919,2/22/2024,778500,94,Released,Stopmotion,False,6.421,151
842033,Horror,MCMC,KR,KR,Korean,False,FALSE,0,tt14895216,ko,괴기맨숀,A horror webtoon writer journeys to a shabby apartment building in search of ideas. The building's caretaker tells him about multiple strange events that happened throughout the building's history.,32.126,6/30/2021,0,106,Released,Ghost Mansion,False,7.284,206
842675,Science Fiction,China Film Group Corporation,CN,CN,Japanese,False,Wandering Earth Collection,73800000,tt13539646,zh,流浪地球2,"Humans built huge engines on the surface of the earth to find a new home. But the road to the universe is perilous. In order to save earth, young people once again have to step forward to start a race against time for life and death.",44.491,1/22/2023,604400000,173,Released,The Wandering Earth II,False,7.261,585
843380,Action,"Chaos, a Film Company",CA,US,English,False,FALSE,0,tt14895206,en,Dead for a Dollar,"In 1897, veteran bounty hunter Max Borlund is deep into Mexico where he encounters professional gambler and outlaw Joe Cribbens — a sworn enemy he sent to prison years before. Max is on a mission to find and return Rachel Kidd, the wife of a wealthy businessman, who as the story is told to Max, has been abducted by Buffalo Soldier Elijah Jones. Max is ultimately faced with a showdown to save honor.",39.662,9/30/2022,81403,106,Released,Dead for a Dollar,False,5.9,252
843527,Comedy,Amazon MGM Studios,US,US,English,False,FALSE,0,tt9466114,en,The Idea of You,"40-year-old single mom Solène begins an unexpected romance with 24-year-old Hayes Campbell, the lead singer of August Moon, the hottest boy band on the planet. As they begin a whirlwind romance, it isn't long before Hayes' superstar status poses unavoidable challenges to their relationship, and Solène soon discovers that life in the glare of his spotlight might be more than she bargained for.",143.188,5/2/2024,36178,116,Released,The Idea of You,False,7.41,1578
843846,Drama,Altitude Film Entertainment,GB,US,English,False,FALSE,0,tt1462759,en,Butcher's Crossing,"In the 1870s, a young Harvard dropout seeks his destiny out West by tying his fate to a team of buffalo hunters led by a man named Miller. Together, they embark on a harrowing journey risking life and sanity.",36.171,2/3/2023,15648,105,Released,Butcher's Crossing,False,6.0,162
